Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
723,University of Washington,2.41,Phd,Ann Arbor,M,1,0,N/A,2,Strategic Planning Analyst,9/11,1/13,Operational Risk Modeling Analyst,8/22,9/22,Real Estate Investment Analyst,6/2,1/13,8.02
724,Drexel University,4.99,Bachelors,Rochester,F,1,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.85
725,Yale University,4.99,Bachelors,Oxford,F,N/A,0,1,1,Quantitative Behavioral Finance Analyst,6/4,N/A,Business Intelligence Analyst,6/20,8/20,Corporate Strategy Data Scientist,5/23,6/24,9.7
726,University of California Berkeley,3.64,Masters,Honolulu,F,0,0,N/A,4,Investment Operations Analyst,11/3,6/22,Commercial Banking Analyst,4/2,11/24,N/A,N/A,N/A,1.06
727,Kansas State University,3.48,Masters,Manchester,M,0,0,0,4,Behavioral Analytics Researcher,9/24,12/24,Fixed Income Research Analyst,6/21,5/23,Public Finance Analyst,3/19,6/23,1.3
728,Kansas State University,4.42,Phd,Morgantown,N/A,N/A,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.95
729,Drexel University,1.4,Phd,New York,N/A,N/A,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.93
730,San Diego State University,4.93,Masters,Storrs,N/A,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.67
731,Rensselaer Polytechnic Institute,0.86,Masters,Milwaukee,F,1,0,0,4,Econometrician,3/4,8/11,Forensic Accountant,4/8,10/20,N/A,N/A,N/A,9.28
732,Worcester Polytechnic Institute,3.06,Masters,Luton,M,1,1,1,4,Investment Banking Analyst,3/23,5/24,Client Relations Analyst,12/9,3/18,Client Relations Analyst,3/8,11/21,8.55
733,Texas Tech University,4.37,Masters,Cleveland,M,1,0,N/A,3,Venture Capital Analyst,11/24,12/24,Financial Product Analyst,2/18,3/20,Algorithmic Market Maker,1/22,3/22,4.3
734,Marquette University,4.01,Masters,New York,N/A,N/A,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.34
735,University of Lincoln,4.57,Phd,Morgantown,F,1,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.12
736,University of Alabama at Birmingham,3.37,Masters,Kensington,F,1,0,0,3,Derivatives Pricing Analyst,9/15,N/A,Financial Market Data Scientist,5/19,6/21,Algorithmic Risk Manager,6/14,11/23,8.22
737,University of California Irvine,1.88,Phd,Leicester,N/A,N/A,0,1,1,Quantitative Analyst,10/12,12/14,Treasury Data Scientist,4/24,10/24,Financial Technology Analyst,12/4,5/19,7.49
738,University of Surrey,3.03,Bachelors,Kensington,F,1,1,1,2,Treasury Analyst,6/5,1/7,Customer Experience Analyst,9/6,7/10,Algorithmic Market Analyst,12/9,2/23,2.3
739,University of Georgia,1.81,Phd,Aberdeen,M,1,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.95
740,University of Arizona,4.87,Phd,Salt Lake City,M,N/A,0,N/A,2,Financial Planning and Analysis Analyst,7/20,7/22,N/A,N/A,N/A,N/A,N/A,N/A,6.32
741,University of California Irvine,4.66,Phd,Socorro,M,1,1,N/A,2,Capital Markets Data Scientist,5/8,6/9,N/A,N/A,N/A,N/A,N/A,N/A,7.27
742,City University of London,1.44,Phd,Greenwich,M,N/A,0,0,1,Banking Analytics Consultant,2/9,9/9,Loan Approval Modeler,5/23,10/24,Risk Appetite Analyst,11/17,10/23,4.32
743,Ohio University ,4.1,Bachelors,Salford,F,1,0,N/A,3,Real Time Transaction Monitoring Analyst,12/19,4/23,N/A,N/A,N/A,N/A,N/A,N/A,9.23
744,University of Washington,3.78,Masters,Baltimore,N/A,1,0,1,1,Risk Appetite Analyst,5/14,N/A,Market Sentiment Analyst,2/21,2/22,High Frequency Trading Strategist,12/22,8/23,9.16
745,University of Houston,2.85,Phd,Edinburgh,M,0,1,1,2,Portfolio Optimization Analyst,10/15,12/17,Loan Approval Modeler,2/9,10/23,Quantitative Analyst,12/20,10/24,4
746,University of Kentucky,4.08,Phd,Tulsa,N/A,1,0,0,4,Economic Capital Analyst,12/16,7/23,Asset Liability Management Analyst,8/19,1/24,Venture Capital Analyst,1/11,8/18,9.63
747,University of Lincoln,4.97,Bachelors,Brighton,N/A,N/A,1,0,0,Algorithmic Trading Risk Manager,8/19,6/23,Client Relations Analyst,12/8,10/11,Asset Liability Management Analyst,12/22,1/23,0.48
748,University of California Berkeley,4.93,Bachelors,Pittsburgh,N/A,0,0,0,3,Business Development Analyst,12/2,N/A,Liquidity Risk Analyst,3/16,2/18,Algorithm Developer,3/16,5/20,4.39
749,Stevens Institute of Technology,3.2,Masters,Rolla,M,N/A,0,1,1,Quantitative Analyst,2/24,N/A,Financial Reporting Data Scientist,4/5,6/23,Predictive Analytics Manager,9/22,12/23,1.88
750,Tulane University,4.62,Phd,Coventry,N/A,1,1,0,1,Banking Analytics Consultant,9/7,4/15,Algorithmic Market Maker,7/9,8/11,N/A,N/A,N/A,7.64
751,Florida International University,4.26,Bachelors,Washington DC,F,1,1,N/A,1,Data Mining Engineer,4/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.04
752,University of California San Diego,1.13,Bachelors,Pullman,F,N/A,0,0,3,Operational Risk Analyst,12/2,6/19,N/A,N/A,N/A,N/A,N/A,N/A,4.57
753,Edge Hill University,0.83,Phd,Merced,N/A,1,0,0,3,Algorithmic Investment Strategist,3/6,2/14,Business Development Analyst,4/8,8/12,Financial Forecasting Analyst,9/11,2/23,2.85
754,University of Kentucky,3.78,Masters,Bloomsbury,M,1,0,0,1,Product Pricing Analyst,5/6,2/20,Portfolio Optimization Analyst,11/11,3/14,Actuarial Analyst,4/6,2/10,1.67
755,Aston University,2.85,Masters,Omaha,N/A,0,0,1,3,Market Risk Quantitative Analyst,10/8,2/9,Financial Modelling Analyst,7/22,11/23,N/A,N/A,N/A,7.52
756,University of Strathclyde,1.88,Masters,New York,M,N/A,1,1,2,Corporate Finance Analyst,10/13,6/21,Customer Experience Analyst,12/10,8/13,N/A,N/A,N/A,4.71
757,Yale University,3.77,Phd,Toledo,M,N/A,1,1,1,Risk Analyst,4/16,N/A,Regulatory Compliance Analyst,5/14,5/15,Equity Research Analyst,8/7,6/13,6.85
758,University of Massachusetts,3.83,Phd,Toledo,M,1,0,1,1,Banking Technology Consultant,5/11,3/14,N/A,N/A,N/A,N/A,N/A,N/A,5.67
759,Middlesex University,4.31,Masters,Ormskirk,F,1,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.38
760,Tulane University,3.87,Phd,Greensboro,M,N/A,0,N/A,1,Financial Market Data Scientist,6/12,7/21,Algorithmic Trade Surveillance Analyst,4/15,5/16,Algorithmic Trading Risk Manager,10/11,1/15,8.17
761,Glasgow Caledonian University,1.72,Masters,Worcester,N/A,0,0,N/A,2,High Frequency Trading Strategist,8/12,N/A,High Frequency Trading Strategist,2/4,8/22,Venture Capital Analyst,10/3,3/19,2.17
762,University of Bedfordshire,4.25,Phd,Bloomington,M,1,0,1,1,Model Implementation Specialist,4/3,11/9,N/A,N/A,N/A,N/A,N/A,N/A,0.45
763,Oregon State University,0.73,Bachelors,Rochester,M,N/A,1,1,2,Portfolio Optimization Analyst,11/14,N/A,Market Research Analyst,4/16,9/22,N/A,N/A,N/A,2.96
764,University of Houston,2.22,Bachelors,Brighton,F,1,1,0,1,Treasury Data Scientist,9/8,7/15,N/A,N/A,N/A,N/A,N/A,N/A,2.74
765,University of Rochester,2.99,Masters,Arlington,N/A,0,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.78
766,University of Roehampton,3.56,Bachelors,Merced,M,0,0,1,3,International Finance Analyst,10/15,8/17,Algorithmic Trading Developer,11/2,8/17,N/A,N/A,N/A,8.61
767,Aston University,4.16,Masters,Aberdeen,N/A,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.01
768,Carnegie Mellon University,2.35,Bachelors,Bethlehem,M,0,0,0,3,Economic Analyst,7/14,12/21,Product Pricing Analyst,7/8,8/24,Customer Lifetime Value Analyst,5/23,12/24,2.35
769,University of Alabama in Huntsville,4.37,Bachelors,Austin,F,0,1,1,4,Investment Operations Analyst,11/9,9/18,Financial Reporting Analyst,7/6,7/8,Actuarial Analyst,8/9,5/13,2.65
770,Glasgow Caledonian University,1.48,Bachelors,Kensington,F,0,1,N/A,4,Equity Research Analyst,12/22,6/23,Financial Forecasting Analyst,4/23,11/23,Algorithmic Investment Analyst,5/7,5/22,9.04
771,Washington University in St Louis,4.04,Masters,Rolla,F,N/A,1,0,1,Treasury Data Scientist,1/8,N/A,Financial Engineering Specialist,12/18,4/24,Structured Finance Analyst,9/15,3/23,0.47
772,London School of Economics and Political Science,4.49,Masters,Bozeman,F,0,1,N/A,4,Hedge Fund Quantitative Analyst,10/12,10/24,Anti Money Laundering Specialist,12/21,4/23,Commodity Analyst,11/15,3/23,9.49
773,New Mexico State University,2.5,Phd,College Station,F,0,1,1,1,Stress Testing Modeler,7/6,10/14,Private Equity Analyst,8/5,6/24,Financial Controller,9/8,6/9,0.05
774,Howard University,1.18,Phd,Milwaukee,F,N/A,1,0,4,Quantitative Behavioral Finance Analyst,1/9,3/23,N/A,N/A,N/A,N/A,N/A,N/A,4.35
775,University of Alaska Fairbanks,1.96,Phd,Bradford,M,1,1,0,3,Retail Banking Analyst,3/7,6/14,Customer Experience Analyst,11/21,1/22,Equity Research Analyst,9/3,1/8,7.19
776,University of Greenwich,0.52,Phd,Chapel Hill,N/A,1,0,0,1,Operational Risk Analyst,8/3,7/6,Forensic Accountant,8/17,7/18,Machine Learning Engineer,7/8,10/19,0.74
777,Royal Veterinary College,2.83,Masters,Pasadena,F,1,0,1,2,Investment Operations Analyst,4/19,N/A,Regulatory Capital Analyst,2/3,11/14,N/A,N/A,N/A,5.28
778,Harvard University,4.06,Phd,Ithaca,N/A,N/A,0,N/A,0,Public Finance Analyst,6/18,10/24,Algorithmic Audit Specialist,1/12,1/15,N/A,N/A,N/A,1.19
779,Kings College London,2.48,Phd,Bristol,M,N/A,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.95
780,University of Liverpool,4.28,Phd,East Lansing,M,N/A,0,1,0,Investment Banking Analyst,12/4,9/6,Corporate Finance Analyst,6/21,6/22,Capital Markets Data Scientist,7/23,9/24,5.85
781,Rochester Institute of Technology,2.98,Masters,Washington,F,N/A,1,N/A,4,Basel III Implementation Specialist,8/12,1/22,Credit Risk Analyst,9/16,4/23,N/A,N/A,N/A,9.17
782,University of Rhode Island,2.06,Bachelors,Aberdeen,M,0,1,1,2,Treasury Data Scientist,5/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.4
783,University of California Berkeley,1.59,Bachelors,Chapel Hill,F,1,1,N/A,4,Economic Capital Analyst,5/8,1/12,N/A,N/A,N/A,N/A,N/A,N/A,2.38
784,Ohio State University,2.24,Bachelors,Loughborough,N/A,0,1,0,4,Credit Analyst,10/22,9/23,Financial Engineering Specialist,10/20,2/22,Equity Research Analyst,10/7,5/15,7.16
785,University of Bradford,2.35,Masters,Huntsville,N/A,N/A,0,1,3,Alternative Data Researcher,4/16,N/A,Real Time Transaction Monitoring Analyst,11/17,8/20,Basel II Analyst,6/6,8/14,7.79
786,Mississippi State University,1.34,Phd,Tampa,F,0,0,0,1,Financial Technology Analyst,7/3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.75
787,Manchester Metropolitan University,1.66,Bachelors,Los Angeles,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.66
788,University of Roehampton,4.14,Bachelors,Jacksonville,N/A,0,1,1,1,Algorithmic Trade Surveillance Analyst,2/17,5/19,Credit Loss Forecasting Analyst,10/7,9/13,Mortgage Risk Analyst,4/13,8/19,2.65
789,George Mason University,2.02,Phd,Stoke on Trent,M,0,0,0,1,Mutual Fund Analyst,12/18,10/24,Hedge Fund Quantitative Analyst,2/17,10/24,Business Intelligence Analyst,1/24,5/24,2.23
790,Royal Veterinary College,1.69,Masters,Charlottesville,F,0,0,1,1,Stress Testing Modeler,3/21,8/21,Mutual Fund Analyst,7/21,9/21,Financial Econometrics Researcher,11/3,8/7,6.99
791,Florida International University,2.79,Bachelors,Portland,N/A,1,1,0,3,Algorithm Developer,5/17,8/19,Financial Advisor,8/10,4/11,Asset Management Analyst,2/4,9/9,6.51
792,De Montfort University,0.27,Phd,Washington,F,1,0,0,0,Fixed Income Research Analyst,6/10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.03
793,University of Tulsa,1.05,Masters,York,N/A,1,0,N/A,0,Strategic Planning Analyst,7/8,11/13,Consumer Insights Analyst,10/4,8/11,Counterparty Credit Risk Analyst,7/3,11/18,3.36
794,University of Kent,4.02,Masters,Worcester,N/A,1,0,1,0,Algorithmic Audit Specialist,8/7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.19
795,University of Southern California,3.04,Masters,Lubbock,N/A,N/A,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.36
796,Lancaster University,0.96,Masters,Ormskirk,M,1,0,1,4,Algorithmic Trading Risk Manager,11/18,8/24,Algorithmic Investment Analyst,7/5,5/10,N/A,N/A,N/A,1.7
797,Portland State University,1.91,Phd,Brighton,F,N/A,1,1,4,Alternative Data Researcher,12/5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.79
798,University of Arkansas,0.19,Bachelors,Norwich,M,1,1,N/A,4,Business Development Analyst,10/3,11/24,Regulatory Stress Testing Analyst,5/12,3/13,Algorithmic Audit Specialist,2/2,1/7,9.96
799,Carnegie Mellon University,1.27,Bachelors,Middlesbrough,N/A,0,0,1,4,Customer Segmentation Specialist,4/12,8/22,Liquidity Risk Analyst,6/7,4/9,N/A,N/A,N/A,6.49
800,Rush University,3.82,Phd,Storrs,N/A,1,1,0,4,Credit Portfolio Manager,10/21,12/22,N/A,N/A,N/A,N/A,N/A,N/A,1.14
801,Leeds Beckett University,3.32,Bachelors,Chapel Hill,M,N/A,1,1,4,Data Visualization Specialist,9/10,2/16,Financial Advisor,2/13,6/13,Equity Research Analyst,5/10,5/11,7.12
802,University of Manchester,2.26,Masters,Kent,F,1,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.81
803,University of Denver,2.01,Masters,Pullman,M,1,1,N/A,1,Algorithmic Liquidity Manager,3/19,4/20,N/A,N/A,N/A,N/A,N/A,N/A,7.19
804,Dartmouth College,4.72,Masters,San Diego,F,0,0,1,0,Anti Money Laundering Specialist,7/5,2/19,Real Time Transaction Monitoring Analyst,1/9,7/24,N/A,N/A,N/A,6.52
805,University of New Mexico,1.58,Bachelors,Portland,N/A,1,0,N/A,4,Loan Approval Modeler,10/15,10/24,Retail Banking Analyst,5/24,9/24,N/A,N/A,N/A,9.08
806,Sheffield Hallam University,1.17,Phd,Minneapolis,N/A,N/A,1,1,3,Equity Research Analyst,7/19,N/A,Regulatory Compliance Analyst,7/18,3/22,Portfolio Manager,8/10,2/14,6.59
807,Loughborough University,2.67,Phd,Bloomsbury,F,0,0,0,0,Algorithmic Trade Surveillance Analyst,2/22,6/24,Counterparty Credit Risk Analyst,4/2,7/7,N/A,N/A,N/A,9.71
808,Goldsmiths University of London,1.94,Phd,Washington DC,M,0,0,N/A,2,Public Finance Analyst,9/8,5/12,Algorithmic Trading Developer,5/6,9/22,Investment Banking Analyst,7/8,11/10,4.58
809,Montana State University,3.88,Phd,Poole,M,N/A,0,1,0,Model Governance Analyst,7/23,10/24,N/A,N/A,N/A,N/A,N/A,N/A,3.27
810,Birkbeck University of London,0.33,Phd,Brighton,M,0,1,1,0,Algorithmic Investment Analyst,6/2,N/A,Treasury Analyst,7/7,8/20,N/A,N/A,N/A,0.62
811,Florida State University,1.43,Masters,Colchester,M,1,0,1,2,Risk Analyst,1/16,7/16,Economic Analyst,11/13,11/14,Economic Analyst,5/16,9/24,0.77
812,University of South Carolina Columbia,2.57,Masters,Cambridge,F,0,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.94
813,University of California Los Angeles,2.21,Phd,Bozeman,N/A,1,1,N/A,2,Financial Product Analyst,3/17,3/21,Financial Data Analyst,6/13,11/20,Financial Systems Analyst,8/3,2/10,2.39
814,University of Bradford,4.69,Bachelors,Greenwich,M,1,1,1,2,Algorithmic Liquidity Manager,6/15,3/24,Market Sentiment Analyst,1/6,6/7,Economic Analyst,4/16,2/20,1.74
815,University of Central Lancashire,2.66,Masters,Minneapolis,M,1,0,N/A,0,Financial Forecasting Analyst,12/4,1/15,N/A,N/A,N/A,N/A,N/A,N/A,2.75
816,New York University,2.17,Phd,Sheffield,N/A,1,1,N/A,3,Credit Portfolio Manager,8/11,N/A,Data Mining Engineer,2/5,2/14,Hedge Fund Analyst,1/9,8/14,2.84
817,Boston University,1.46,Bachelors,Canterbury,F,1,0,N/A,2,Wealth Management Analyst,8/19,9/20,Customer Lifetime Value Analyst,8/24,8/24,Behavioral Analytics Researcher,12/3,2/6,9.2
818,Stanford University,1.09,Masters,Socorro,N/A,0,1,1,4,Financial Forecasting Analyst,7/19,9/22,N/A,N/A,N/A,N/A,N/A,N/A,6.27
819,Tufts University,3.61,Phd,Rochester,M,0,0,1,2,Customer Experience Analyst,1/3,5/22,Quantitative Trading Analyst,9/5,7/22,N/A,N/A,N/A,5.49
820,Georgetown University,2.76,Phd,Merced,M,1,0,1,1,Business Development Analyst,5/23,9/23,Credit Analyst,7/2,1/18,Stress Testing Modeler,6/2,5/15,5.71
821,Ohio State University,1.92,Masters,Cambridge,N/A,1,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.64
822,Northwestern University,4.19,Bachelors,Liverpool,M,N/A,1,1,1,Strategic Planning Analyst,9/7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.43
823,University of Rhode Island,2.12,Masters,Milwaukee,N/A,N/A,0,N/A,4,Robo Advisory Data Scientist,11/5,9/11,Public Finance Analyst,9/8,4/20,Financial Controller,4/22,9/22,5.85
824,Texas Tech University,2.32,Bachelors,Hempstead,M,N/A,1,1,1,Loan Approval Modeler,2/20,10/20,Quantitative Analyst,4/8,12/23,Algorithmic Investment Analyst,11/24,11/24,1.55
825,Lehigh University,3.03,Masters,Atlanta,F,0,0,1,3,Regulatory Stress Testing Analyst,10/18,5/21,Market Microstructure Analyst,11/8,2/9,Public Finance Analyst,2/11,7/23,7.46
826,University of Nottingham,0.98,Phd,Austin,F,0,0,N/A,3,Credit Scoring Specialist,12/22,2/23,Stress Testing Modeler,1/13,10/14,Financial Reporting Data Scientist,11/9,6/19,8.87
827,Syracuse University,3.77,Masters,Cleveland,M,1,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.17
828,Oxford Brookes University,1.18,Masters,Canterbury,N/A,0,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.22
829,New York University,4.51,Masters,Roehampton,F,1,0,N/A,2,Equity Research Analyst,2/21,N/A,Operational Risk Modeling Analyst,10/2,6/14,Strategic Planning Analyst,1/6,8/16,0.46
830,Drexel University,1.55,Bachelors,Long Beach,M,1,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.28
831,Queens University Belfast,0.15,Masters,Tuscaloosa,N/A,0,0,0,4,Basel II Analyst,8/23,1/24,Banking Analytics Consultant,3/22,12/24,Private Equity Analyst,10/6,9/20,3.4
832,University of Westminster,4.39,Bachelors,Portland,F,0,1,N/A,1,Financial Forecasting Analyst,3/7,10/14,Capital Adequacy Modeler,12/15,1/17,N/A,N/A,N/A,3.37
833,Florida State University,3.74,Phd,Newcastle ,M,1,1,1,3,Financial Data Analyst,10/4,2/21,Financial Reporting Data Scientist,12/18,3/22,N/A,N/A,N/A,2.72
834,The University of Tennessee Knoxville,2.09,Bachelors,Bloomington,N/A,1,0,0,3,Operational Risk Analyst,10/5,11/8,Venture Capital Analyst,9/5,10/18,N/A,N/A,N/A,5.47
835,University of Bedfordshire,0.03,Phd,Albany,F,0,0,N/A,4,Algorithm Validation Engineer,6/18,12/22,Financial Planning and Analysis Analyst,5/6,7/9,N/A,N/A,N/A,9.5
836,University of Iowa,1.61,Phd,Brighton,F,0,1,1,2,Regulatory Reporting Data Scientist,7/10,10/15,Investment Analyst,7/10,12/19,Capital Adequacy Modeler,10/19,11/23,4.84
837,University of Florida,1.76,Bachelors,Morgantown,F,N/A,1,1,0,Corporate Strategy Data Scientist,7/2,1/15,Public Finance Analyst,3/24,6/24,N/A,N/A,N/A,5.16
838,University of Central Lancashire,1.61,Phd,Preston,M,1,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.4
839,University of Warwick,0.98,Phd,Oxford,M,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.86
840,New Jersey Institute of Technology,0.92,Masters,Kingston,M,1,0,N/A,2,Behavioral Analytics Researcher,5/4,5/18,Operational Risk Modeling Analyst,3/17,3/18,Economic Analyst,8/11,11/21,6.67
841,University of Kansas,3.95,Bachelors,Toledo,N/A,0,1,N/A,1,Model Risk Management Specialist,7/23,12/24,N/A,N/A,N/A,N/A,N/A,N/A,9.09
842,University of Cambridge,3.98,Bachelors,Prince George's County,M,N/A,0,N/A,1,Customer Lifetime Value Analyst,12/9,8/15,Portfolio Optimization Analyst,12/16,2/21,Equity Research Analyst,7/16,10/23,9.96
843,SOAS University of London,3.69,Bachelors,Medford,N/A,0,0,0,2,Tax Analyst,5/21,4/22,Algorithmic Market Analyst,4/3,7/3,Banking Operations Data Scientist,4/23,9/24,9.42
844,Wayne State University,2.57,Bachelors,Brighton,F,N/A,1,N/A,4,Algorithmic Trade Surveillance Analyst,3/8,N/A,Quantitative Analyst,11/3,11/6,Financial Reporting Data Scientist,1/8,9/9,3.88
845,University of Texas at Arlington,1.47,Bachelors,Rochester,M,0,0,0,2,Client Relations Analyst,1/7,5/21,Algorithmic Market Analyst,7/6,8/14,Anti Money Laundering Specialist,6/20,7/22,0.55
846,Canterbury Christ Church University,1.26,Phd,Huntsville,M,N/A,1,1,3,Equity Research Analyst,4/24,5/24,Algorithmic Investment Analyst,9/11,10/11,International Finance Analyst,12/18,11/24,7.1
847,London South Bank University,4.59,Bachelors,Portland,M,0,0,N/A,0,Market Sentiment Analyst,6/11,7/17,Algorithmic Risk Manager,10/11,5/23,Data Mining Engineer,3/18,11/21,6.66
848,Penn State,4.57,Bachelors,Syracuse,M,1,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.24
849,UCL,2.52,Masters,Worcester,M,1,0,N/A,4,Financial Technology Analyst,7/16,1/22,Customer Experience Analyst,5/3,12/12,Operational Risk Analyst,10/19,4/23,7.9
850,University of Cambridge,4.96,Masters,Albany,N/A,N/A,1,0,2,Mortgage Risk Analyst,10/22,1/24,Algorithmic Market Maker,1/16,4/19,Private Equity Analyst,4/19,3/24,5.48
851,University of Warwick,1.43,Masters,Southampton,F,0,0,0,4,Financial Systems Analyst,9/20,10/24,Capital Markets Data Scientist,6/19,4/23,N/A,N/A,N/A,8.14
852,University of Chester,2.75,Phd,Wilmington,F,1,0,0,1,Banking Analytics Consultant,4/7,9/23,Market Sentiment Analyst,8/10,8/23,Portfolio Manager,4/3,7/19,7.88
853,University of New Mexico,0.5,Phd,Los Angeles,F,1,1,1,1,Credit Loss Forecasting Analyst,5/24,5/24,Market Research Analyst,2/19,5/23,N/A,N/A,N/A,5.48
854,Canterbury Christ Church University,1.94,Phd,Newcastle ,N/A,1,0,1,3,Market Research Scientist,11/9,N/A,Enterprise Risk Management Analyst,5/14,8/23,N/A,N/A,N/A,7.33
855,University of Westminster,1.78,Masters,East Lansing,N/A,1,1,0,3,Algorithmic Liquidity Manager,10/6,8/8,Financial Reporting Data Scientist,8/10,2/22,Machine Learning Model Validator,4/24,9/24,7.66
856,University of South Florida,1.25,Masters,Ithaca,M,1,1,0,4,Product Pricing Analyst,6/24,N/A,Business Intelligence Analyst,6/19,1/22,Fixed Income Research Analyst,8/2,6/5,1.18
857,University of Glasgow,2.18,Bachelors,Lubbock,N/A,1,0,0,3,Model Development Analyst,9/7,N/A,Model Implementation Specialist,8/19,10/20,Marketing Data Scientist,7/7,12/12,1.99
858,University of Salford,4.6,Phd,Washington,N/A,0,0,1,3,Model Development Analyst,11/2,7/13,N/A,N/A,N/A,N/A,N/A,N/A,4.48
859,University of Virginia,3.36,Bachelors,Birmingham,F,0,0,1,3,Regulatory Compliance Analyst,6/12,11/18,Corporate Strategy Data Scientist,11/17,12/21,N/A,N/A,N/A,7.13
860,Bournemouth University,3.35,Masters,Milton Keynes,F,1,1,N/A,2,Fraud Detection Analyst,1/24,7/24,Hedge Fund Analyst,7/5,4/22,Quantitative Model Validator,10/18,5/21,3.81
861,University of Chicago,2.39,Phd,Derby,M,1,1,N/A,2,Liquidity Risk Analyst,3/10,8/14,Machine Learning Model Auditor,6/24,11/24,N/A,N/A,N/A,5.36
862,Colorado State University Fort Collins,1.82,Bachelors,Newcastle ,N/A,N/A,0,1,0,Commercial Banking Analyst,8/9,10/11,N/A,N/A,N/A,N/A,N/A,N/A,5.56
863,Northeastern University,3.78,Bachelors,Tallahassee,M,1,0,0,2,Equity Derivatives Analyst,12/21,12/22,Financial Systems Analyst,6/22,11/23,Derivatives Analyst,9/8,3/22,3.35
864,Cardiff Metropolitan University,0.04,Bachelors,Merced,M,N/A,0,N/A,4,Hedge Fund Analyst,7/6,N/A,Econometrician,10/3,12/8,Financial Modelling Analyst,10/10,10/16,8.22
865,University of Denver,4.8,Phd,College Station,N/A,N/A,1,1,2,Financial Technology Analyst,8/23,12/23,Asset Liability Management Analyst,7/18,5/23,International Finance Analyst,1/23,9/23,0.43
